
east:821070.0, north:807840.0, Cheung Chau, 長洲
east:835560.8685226, north:818286.75924135, Alternative Café, Alternative Café
east:839477.96764009, north:816826.09540397, Café 21, 咖啡空間
east:814907.64319639, north:829947.28762269, Café Fusion, 樂融融餐廳
east:839567.54228258, north:829324.44527503, Café Graze, Café Graze
east:835835.86267517, north:822237.00097656, Cornwall Café, 樂融雅敍
east:841628.35622489, north:819196.09115403, Home Café, Home Café
east:840983.71738089, north:829998.04658679, MOS Café, 鞍山茶座
east:837466.0, north:828020.0, Ville De Jardin Club de Jardin, 
east:835946.93523189, north:835946.69859667, hc:Café @ Pinehill, hc:Café @ Pinehill
east:836503.19376195, north:815400.36567717, Lily Vale Café, 百合谷餐廳
east:833309.70846497, north:816251.47407219, ohms café & bar, 順·逆 珈琲酒館
east:830256.70606569, north:832756.64699431, Sun Garden Café, 素食亭
east:826392.44151, north:833665.216940001, AVENUE DE VERSAILLES, 凡爾賽大道
east:839278.75804, north:835450.14487, BOULEVARD DE CASCADE, 萊茵道
east:839260.15662, north:835451.724719999, BOULEVARD DE FONTAINE, 銀池道
east:839229.1294, north:835593.61045, BOULEVARD DE FORET, 翠樺道
east:839364.42088, north:835430.09522, BOULEVARD DE MER, 愛琴道
east:844760.0, north:825245.0, Casa de Corsino, 
east:836289.0, north:833593.0, Chateau de Maison, 雍怡小築
east:826563.99866, north:833658.496789999, RUE DE BORDEAUX, 波爾多徑
east:826284.64854, north:833710.70186, RUE DE CANNES, 康城徑
east:826423.48162, north:833681.120960001, RUE DE LYON, 里昂徑
east:826286.94504, north:833676.95441, RUE DE MARSEILLE, 馬賽徑
east:826486.2977, north:833675.05845, RUE DE NICE, 尼斯徑
east:817277.78823748, north:826140.9624798, Crossroads Silk Road Café, 絲綢之路咖啡室
east:836722.65163612, north:815173.44324945, hc:Café @ JC HQ, hc:Café @ JC HQ
east:835810.78177525, north:815702.23222245, iBakery Café (Wan Chai), iBakery餐廳 (灣仔)
east:838854.0, north:821307.0, De Novo Tower H1, 煥然壹居H1座
east:838824.0, north:821322.0, De Novo Tower H2, 煥然壹居H2座
east:838798.0, north:821314.0, De Novo Tower H3, 煥然壹居H3座
east:838824.0, north:821290.0, De Novo Tower L1, 煥然壹居L1座
east:839387.0, north:830518.0, DE YUCCA HOUSE 1, 
east:839328.0, north:830591.0, DE YUCCA HOUSE 10, 
east:839320.0, north:830595.0, DE YUCCA HOUSE 11, 
east:839315.0, north:830602.0, DE YUCCA HOUSE 12, 
east:839310.0, north:830610.0, DE YUCCA HOUSE 13, 
east:839301.0, north:830619.0, DE YUCCA HOUSE 15, 
east:839317.0, north:830567.0, DE YUCCA HOUSE 16, 
east:839322.0, north:830558.0, DE YUCCA HOUSE 17, 
east:839327.0, north:830550.0, DE YUCCA HOUSE 18, 
east:839331.0, north:830542.0, DE YUCCA HOUSE 19, 
east:839381.0, north:830524.0, DE YUCCA HOUSE 2, 
east:839335.0, north:830534.0, DE YUCCA HOUSE 20, 
east:839339.0, north:830526.0, DE YUCCA HOUSE 21, 
east:835526.1, north:819769.6, 名都酒店, 名都酒店
east:836464.22879245, north:815545.47659805, Family Stores (Wan Chai), 灣仔家品店
east:833952.85439828, north:812344.67603859, Family Stores (Aberdeen), 香港仔家品店
east:836163.0, north:815404.0, iClub Wan Chai Hotel, 富薈灣仔酒店
east:836480.5, north:815079.9, DORSETT WANCHAI, HONG KONG, 香港灣仔帝盛酒店
east:844293.0, north:845019.0, Au Tsai, 滘仔
east:854170.0, north:823820.0, Chau Tsai, 洲仔
east:846860.0, north:814020.0, Kwun Tsai, 觀仔
east:835676.0, north:842015.0, LENG TSAI, 嶺仔
east:810005.0, north:827392.0, Lung Tsai, 龍仔
east:847766.0, north:818217.0, Miu Tsai, 廟仔
east:849460.0, north:844150.0, Mun Tsai, 門仔
east:829335.0, north:809979.0, O TSAI, 澳仔
east:824357.0, north:837885.0, Wai Tsai, 圍仔
east:835879.0, north:815568.0, Wan Chai, 灣仔
east:818194.0, north:813536.0, Wan Tsai, 灣仔
east:844228.0, north:802778.0, Wan Tsai, 灣仔
east:853167.762, north:837054.942, Wan Tsai, 灣仔
east:850850.0, north:843630.0, Wan Tsai, 環仔
east:819695.0, north:821036.0, Yam Tsai, 陰仔
east:817080.0, north:835610.0, , 榮江園
east:814543.0, north:828024.0, , 榮茵樓
east:838877.90769, north:814773.43448, EWIN WAY, 依榮徑
east:833526.0, north:815676.0, Flourish Court, 殷榮閣
east:837284.42238, north:815562.0031, IRVING STREET, 伊榮街
east:837263.0, north:820130.0, PROSPERITY COURT, 榮達閣
east:837515.0, north:814072.0, Vivian's Court, 榮慧苑
east:833348.0, north:838893.0, WING'S VILLA, 頌榮居
east:820823.0, north:833932.0, Chek Wing Court, 澤榮閣
east:811363.68575, north:820171.201889999, CHEONG WING ROAD, 暢榮路
east:832038.42866, north:825855.626839999, CHEUNG WING ROAD, 昌榮路
east:832011.5625, north:839122.52486, CHI WING CLOSE, 置榮徑
east:840325.59401, north:821230.30916, CHOI WING LANE, 彩榮里
east:839915.71681, north:821309.72271, CHOI WING ROAD, 彩榮路
east:834693.82558, north:819924.50657, CHUN WING STREET, 振榮街
east:830050.90582, north:825980.71012, FU WING STREET, 富榮街
east:835118.71875, north:821184.125, FUK WING STREET, 福榮街
east:834117.45084, north:840767.931709999, HAI WING ROAD, 凱榮路
east:815413.36323, north:826988.618100001, HOI WING ROAD, 海榮路
east:836542.36016, north:818151.238849999, HONG WING PATH, 康榮徑
east:842601.747550001, north:817269.86534, KA WING STREET, 嘉榮街
east:838197.92145, north:821875.37208, KAM WING STREET, 錦榮街
east:814815.25538, north:828579.799969999, KIN WING LANE, 建榮里
east:814852.33301, north:828617.34688, KIN WING STREET, 建榮街
east:831826.72677, north:825205.084820001, KWAI WING ROAD, 葵榮路
east:840290.5541, north:827028.86658, KWONG WING LANE, 廣榮里
east:833877.40757, north:811171.798079999, LEE WING STREET, 利榮街
east:812446.55671, north:825433.82566, MONG WING STREET, 望榮街
east:829952.13136, north:825961.36562, ON WING STREET, 安榮街
east:831369.32883, north:839751.92884, PO WING ROAD, 保榮路
east:836033.0, north:818980.0, Medical Records Office Building, 病歷檔案部大樓
east:841688.0, north:819287.0, Hong Kong Public Records Building, 香港歷史檔案大樓
east:835382.63302669, north:815548.42076692, Sexual Conviction Record Check Office, 性罪行定罪紀錄查核辦事處
east:834933.54744282, north:815413.80187352, TRANSPORT DEPARTMENT VEHICLE RECORDS OFFICE, 運輸署車輛記錄辦事處
east:835748.79543198, north:815658.71893003, TRANSPORT DEPARTMENT DRIVING LICENCE RECORDS OFFICE, 運輸署駕駛執照記錄辦事處
east:842162.0, north:825135.0, Tai No, 大腦
east:842052.0, north:825448.0, Tai No Sheung Yeung, 大腦上洋
east:841562.0, north:820634.0, Ning Po No. 2 College, 寧波第二中學
east:822967.0, north:824624.0, Villa Alfavista Villa No 1, 
east:822972.0, north:824619.0, Villa Alfavista Villa No 2, 
east:822979.0, north:824621.0, Villa Alfavista Villa No 3, 
east:822982.0, north:824614.0, Villa Alfavista Villa No 4, 
east:822985.0, north:824616.0, Villa Alfavista Villa No 5, 
east:822989.0, north:824617.0, Villa Alfavista Villa No 6, 
east:822992.0, north:824622.0, Villa Alfavista Villa No 7, 
east:840102.0, north:815375.0, Toilet (Quarry Bay Picnic Site No. 5; Wilson Trail - Section No. 2), 廁所 (鰂魚涌郊遊場地5號；衞奕信徑 - 第二段)
east:806850.0, north:811732.0, Toilet (Shum Wat Picnic Site No. 4, Lantau Trail - Section No. 5), 廁所 (鳳凰徑 - 第5段；深屈郊遊場地4號)
east:833988.7, north:815683.1, SALON NO. 10, SALON NO. 10
east:831045.1261, north:841183.32949, SHEUNG PAK TSUEN LANE NO. 4, 上北村第四巷
east:831018.35578, north:841082.87224, TAI YUEN TSUEN LANE NO. 9, 大元村第九巷
east:834295.636, north:823859.158, 5 Historic Structures of Kowloon Reservoir - Kowloon Reservoir, Recorder House, 九龍水塘5項歷史構築物 - 九龍水塘記錄儀器房
east:840832.261725, north:823767.731875, Toilet (Fei Ngo Shan Picnic Site No. 2; Halfway along Wilson Trail - Section No. 4), 廁所 (飛鵝山郊遊場地二號；衞奕信徑 - 第四段 中間位)
east:852719.0, north:832766.0, Toilet (Wong Shek Barbecue Site No. 1), 廁所 (黃石燒烤場地一號)
east:834468.0, north:812700.0, ABERDEEN NO. 2 SALT WATER SERVICE RESERVOIR, 香港仔二號海水配水庫
east:833994.0, north:815165.0, Albany No. 2 Fresh Water Pumping Station, 雅賓利二號食水抽水站
east:837279.0, north:813892.0, Eastern No. 2 Fresh Water Service Reservoir, 東區二號食水配水庫
east:832962.0, north:815165.0, Peak No. 2 Fresh Water Pumping Station, 
east:836448.0, north:834816.0, Tai Po Waterfront Park Toilet No. 2, 大埔海濱公園二號廁所
east:838165.0, north:816347.0, TIN HAU TEMPLE ROAD GARDEN NO. 3, 天后廟道三號花園
east:831251.0, north:823863.0, West Rail Emergency Access Point (No. 8), 西鐵緊急通道入口(八號)
east:831770.0, north:816015.0, Western No. 2 Fresh Water Service Reservoir, 西區二號食水配水庫
east:831850.0, north:815995.0, Western No. 2 Salt Water Service Reservoir, 西區二號海水配水庫
east:804424.0, north:807726.0, Toilet (Kau Ling Chung Catchwater Picnic Site No. 3; near Lantau Trail - Section No. 8 Start Point), 廁所 (狗嶺涌引水道郊遊場地3號；近鳳凰徑- 第8段 起點 )
east:833878.8935, north:823552.417, 5 Historic Structures of Kowloon Reservoir - Kowloon Reservoir, Spillway Dam Recorder House, 九龍水塘5項歷史構築物 - 九龍水塘溢洪壩記錄儀器房
east:837288.0, north:813934.0, Eastern No. 2 Pumping Station, 東區二號抽水站
east:836092.0, north:817512.0, No. 1 Chatham Road South, 漆咸道南一號
east:840087.0, north:809385.0, No. 6 Stanley Beach Road, 赤柱灘道六號
east:835381.99082491, north:815548.41826517, Certificate of No Criminal Conviction Office, 無犯罪紀錄證明書辦事處
east:841261.34555, north:823457.15995, Toilet (Fei Ngo Shan Picnic Site No. 1), 廁所 (飛鵝山郊遊場地一號)
east:833571.209, north:825171.848, Toilet (Picnic Site No. 12, Golden Hill Road ), 廁所 (金山路 郊遊場地12號)
east:833708.501625, north:823936.5879, Toilet (Picnic Site No. 5, Golden Hill Road), 廁所 (金山路 郊遊場地5號)
east:846814.1584, north:829540.8122, Toilet (Sai Sha Road Barbecue Site No. 5), 廁所 (西沙路燒烤場地五號)
east:842046.0, north:836553.0, Toilet (Tai Mei Tuk Barbecue Site No. 1), 廁所 (大美督燒烤場地1號)
east:848863.0, north:827777.0, Toilet (Tai Mong Tsai Barbecue Site No. 10), 廁所 (大網仔燒烤場地十號)
east:849508.0, north:827437.0, Toilet (Tai Mong Tsai Barbecue Site No. 14), 廁所 (大網仔燒烤場地十四號)
east:854462.0, north:824714.0, Toilet (Pak A; MacLehose Trail - Section No. 1), 廁所 (北丫；麥理浩徑 - 第一段)
east:856293.288325, north:828542.99235, Toilet (Sai Wan; MacLehose Trail - Section No. 2), 廁所 (西灣；麥理浩徑 - 第二段)
east:838655.0, north:816597.0, TIN HAU TEMPLE ROAD GARDEN NO. 1 & 2, 天后廟道一、二號花園
east:836513.0, north:815883.0, WAN CHAI NO. 2 SALT WATER PUMPING STATION, 灣仔二號海水抽水站
east:828774.56625, north:831486.89365, Toilet (Shek Kong Barbecue Site No. 3, Kap Lung), 廁所(甲龍 石崗燒烤場地3號)
east:820966.22388, north:807619.518929999, SIU SIK LANE, 小食里
east:836062.0, north:827331.0, , 友愛村食水配水缸
east:834551.41004829, north:821261.76601321, 聚友會, 聚友會
east:832831.0, north:827290.0, Shing Mun Kiosk Toilet, 城門小食亭廁所
east:836751.76339478, north:826344.81943701, 滿記汽車, 滿記汽車
east:821080.0, north:833629.0, 海景小築, 海景小築
east:840120.0, north:826540.0, SIU LEK YUEN FRESH WATER SERVICE RESERVOIR, 小瀝源食水配水庫
east:843564.0, north:813432.0, Siu Sai Wan Fresh Water Service Reservoir, 小西灣食水配水庫
east:831877.0, north:825288.0, Kwai Wing Road Cooked Food Hawker Bazaar, 葵榮路熟食小販市場
east:835609.93300935, north:819996.29128481, 小企鵝旅舍, 小企鵝旅舍
east:835597.61132464, north:820635.64792725, 梅瑰園小築, 梅瑰園小築
east:840929.9, north:819571.5, 新一代小築, 新一代小築
east:824393.0, north:833467.0, , 友鄰堂
east:835183.61658, north:818927.15453, YAU CHEUNG ROAD, 友翔道
east:822613.9152, north:833724.958280001, YAU CHUEN STREET, 友全街
east:822113.98928, north:816347.971200001, YAU KWONG STREET, 友光街
east:815358.0, north:827724.0, YAU OI ESTATE, 友愛邨
east:815303.34525, north:827505.526450001, YAU OI ROAD, 友愛路
east:836341.0, north:827441.0, Yau Oi Tsuen, 友愛村
east:822664.81162, north:833709.568910001, YAU SHIN STREET, 友善街
east:822121.32142, north:816384.817330001, YAU WING STREET, 友榮街
east:835470.0, north:818702.0, Reclamation Street Cooked Food Hawker Bazaar, 新填地街熟食小販市場
east:840124.0, north:826544.0, Siu Lek Yuen Fresh Water Service Reservoir (covered), 小瀝源食水配水庫（有蓋）
east:818956.0, north:826027.0, WATER SUPPLIES DEPARTMENT SIU LAM FRESH WATER SUPPLIES RESERVOIR, 水務署小欖食水配水庫
east:832481.7, north:821289.3, 新記汽車工程, 新記汽車工程
east:844958.74143409, north:832388.34592261, 林記汽車服務, 林記汽車服務
east:824309.0, north:839085.0, , 友熹花園
east:837261.0, north:820147.0, AMITY HOUSE, 友群大廈
east:815352.0, north:827586.0, YAU OI SQUARE, 友愛廣場
east:817034.0, north:834738.0, YAU SIN STUDY HALL, 友善書室
east:843768.0, north:823879.0, LEE KUM KEE HONG KONG FOODS LIMITED, 李錦記香港食品有限公司
east:837625.26545058, north:826677.96246173, The Salvation Army Shatin Park Food Kiosk, 救世軍沙田公園小食亭
east:819005.0, north:826020.0, Water Supplies Department Siu Lam No.2 Fresh Water Service Reservoir, 水務署小欖二號食水配水庫
east:816982.0, north:825575.0, Golden Beach Kiosk, 黃金泳灘小食亭
east:816841.0, north:826007.0, Golden Beach Kiosk, 黃金泳灘小食亭
east:840061.0, north:831391.0, Golden Jubilee Alumni Garden, 金禧校友園
east:820521.0, north:808148.0, Food Recycle Land, 食環園
east:835258.1062309, north:818782.40559664, OI YAU, 愛友
east:837395.0, north:814127.0, Unique Villa, 友園
east:834768.05378944, north:821742.09361389, WEALTH LOYAL CORPORATION, 康友
east:843554.0, north:814010.0, Siu Sai Wan Fresh Water Pump House, 哥連臣角懲教署小西灣食水泵房
east:836112.4, north:817698.3, UNION INN, 友聯賓館
east:819706.79813736, north:832778.5779022, YAU KEE MOTORS ENGINEERING CO., 友記汽車工程公司
east:836137.0, north:820923.0, , 香港友好會館
east:840948.0, north:819281.0, AIA Kowloon Tower, 友邦九龍大樓
east:842173.0, north:817315.0, UNION INDUSTRIAL BUILDING, 友聯工業大廈
east:820168.0, north:833483.0, YUEN LONG PUBLIC MIDDLE SCHOOL ALUMNI ASSOCIATION PRIMARY SCHOOL, 元朗公立中學校友會小學
east:836485.0, north:834626.0, Tai Po Waterfront Park Refreshment Kiosk, 大埔海濱公園小食亭
east:832821.0, north:827277.0, Shing Mun Kiosk(Pineapple Dam Nature Trail) Water Filling Station, 城門小食亭(菠蘿壩自然教育徑)加水站
east:815461.6, north:827602.3, Yau Oi Estate iPostal Station, 友愛邨智郵站
east:837693.9, north:818445.2, SPOTLIGHT RECREATION CLUB, 博藝會
east:834754.0, north:815418.0, Cafe & Bar, 
east:834219.5, north:815780.9, CIGARRO BAR, CIGARRO BAR
east:839679.80916791, north:816961.65169631, SE-Bar, 社企吧！
east:835881.2, north:818031.9, JOE'S BILLIARDS & BAR, JOE'S BILLIARDS & BAR
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:835580.6, north:819699.6, Moona Lounge & Bar, Moona Lounge & Bar
east:833309.70846497, north:816251.47407219, ohms café & bar, 順·逆 珈琲酒館
east:836920.2, north:815790.3, SMART BAR & CLUB, 醒吧會
east:835462.3, north:819727.8, UPPER BAR AND RESTAURANT, UPPER BAR AND RESTAURANT
east:835445.2, north:819835.1, YA! YA! YA! BURGER & BAR LIMITED, YA! YA! YA! BURGER & BAR LIMITED
east:839782.0, north:808898.0, Stanley Bar Street, 赤柱酒吧街
east:834754.0, north:815418.0, Park Inn Restaurant & Bar (Previous Name), 湖心餐廳 (前稱)
east:834754.0, north:815418.0, L16 Modern Thai Cuisine Bar (Previous Name),  (前稱)
east:835647.2, north:815457.9, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05476), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05476)
east:839789.1, north:808902.5, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 06189), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 06189)
east:820493.9, north:817115.3, Wi-Fi.HK Hotspot Locations: Discovery Bay Club, Wi-Fi.HK 熱點位置: 愉景灣尊貴會所
east:836011.0, north:817709.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05595), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05595)
east:834453.0, north:815816.9, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05160), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05160)
east:820493.8, north:817109.8, Wi-Fi.HK Hotspot Locations: Discovery Bay Club, Wi-Fi.HK 熱點位置: 愉景灣尊貴會所
east:836011.0, north:817709.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05596), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05596)
east:834053.3, north:815766.2, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05088), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05088)
east:819639.0, north:817497.1, Wi-Fi.HK Hotspot Locations: Discovery Bay Recreation Club, Wi-Fi.HK 熱點位置: 愉景灣康樂會
east:846039.0, north:827005.0, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 06570), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 06570)
east:827514.39572, north:822703.43767, TSING TIM STREET, 清甜街
east:833645.0, north:834146.0, , 甜苑
east:841173.91420517, north:818970.2137638, Sweet Stories, 甜蜜故事
east:837008.2, north:815493.9, SWEET HEART HOTEL, 甜心酒店
east:837007.9, north:815496.3, SWEET HEART HOTEL, 甜心酒店
east:837009.0, north:815493.6, SWEET HEART GUEST HOUSE, 甜心賓館
east:837007.0, north:815495.0, SWEET HEART HOTEL III, 甜心時鐘酒店III
east:834072.0, north:815851.1, YUNG'S CLUB, 嚐真
east:833199.4, north:816556.1, 筷品會, 筷品會
east:820415.0, north:833390.0, Mt. Manor, 尚品
east:821001.4, north:808329.3, 恆美渡假屋, 恆美渡假屋
east:843975.0, north:824954.0, BERNARD GARDEN, 品蘭園
east:837035.45417, north:820823.20858, PENTLAND STREET, 品蘭街
east:816114.0, north:830539.0, Rosewood 10, 逸品10
east:816143.0, north:830561.0, Rosewood 18, 逸品18
east:837012.0, north:820794.0, , 品蘭臺
east:816146.0, north:830511.0, 18 Rosewood 1, 18逸品1
east:816123.0, north:830546.0, 18 Rosewood 12, 18逸品12
east:816134.0, north:830555.0, 18 Rosewood 16, 18逸品16
east:816153.0, north:830570.0, 18 Rosewood 20, 18逸品20
east:816133.0, north:830511.0, 18 Rosewood 3, 18逸品3
east:816118.0, north:830516.0, 18 Rosewood 6, 18逸品6
east:816109.0, north:830523.0, 18 Rosewood 8, 18逸品8
east:834419.48304409, north:822154.08919051, Livesmart Rehab Shop (LCU), 營康薈 - 李鄭屋復康用品店
east:837101.0, north:820900.0, Pentland Street Garden, 品蘭街花園
east:838557.0, north:816674.0, Lime Habitat, 形品
east:837338.0, north:814190.0, The Urban Edition, 晞品
east:838799.0, north:814428.0, EOD Depot, 爆炸品處理基地
east:836393.0, north:821561.0, Viva Villa, 漫春天精品酒店
east:835672.0, north:810628.0, Rainforest Gift Shop, 熱帶雨林禮品店
east:816128.0, north:830531.0, 18 Rosewood, １８逸品
east:835445.2, north:819835.1, BE DIFFERENT, 品味舫
east:831103.0, north:840563.0, Bun Luen Building, 品聯樓
east:838372.0, north:827071.0, Wong Uk Village Old House, 王屋村古屋
east:837017.0, north:835325.0, Nissin Foods Co., Ltd. (A Member Of Nissin Group), 日清食品有限公司
east:835822.2, north:817606.7, 香港中華鼎美精品賓館, 香港中華鼎美精品賓館
east:838016.0, north:814486.0, , 黃屋
east:862252.0, north:845135.0, Chan Uk, 陳屋
east:846710.0, north:819520.0, Hung Uk, 洪屋
east:855349.0, north:834726.0, LAM UK, 林屋
east:855413.0, north:834816.0, Lau Uk, 劉屋
east:833354.0, north:843942.0, LEI UK, 李屋
east:836742.0, north:836113.0, Mak Uk, 麥屋
east:855216.0, north:834662.0, MO UK, 巫屋
east:838372.0, north:827071.0, OLD HOUSE, 古屋
east:843481.0, north:822626.0, Pik Uk, 壁屋
east:822262.0, north:833987.0, PUN UK, 潘屋
east:845210.0, north:827933.0, San Uk, 新屋
east:834420.0, north:822358.0, So Uk, 蘇屋
east:862103.0, north:844992.0, Tsau Uk, 鄒屋
east:812098.0, north:816937.0, Novotel Citygate Hong Kong, 諾富特東薈城酒店
east:812098.0, north:816937.0, Novotel Citygate Hong Kong, 諾富特東薈城酒店
east:835539.2, north:819574.4, BEGIN COFFEE, 初咖啡
east:839428.37072593, north:827801.3319428, Lov Lov Coffee, 笠笠咖啡
east:842017.0, north:815694.0, Lei Yue Mun Park Coffee Corner (Other Name), 7座 (別稱)
east:842017.0, north:815694.0, Lei Yue Mun Park & Holiday Village Coffee Corner (Previous Name), 7座 (前稱)
east:833958.67675004, north:812296.60431378, Take A Break Catering Service, 自在軒餐飲服務
east:836886.52627139, north:821946.12843915, Registered WiFi Access Points: Y5ZONE Limited (APID 08424), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08424)
east:834249.0, north:816181.0, Registered WiFi Access Points: Y5ZONE Limited (APID 08165), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08165)
east:832035.2, north:816029.8, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 02693), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 02693)
east:832035.2, north:816029.8, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 02694), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 02694)
east:829515.3, north:825730.0, Registered WiFi Access Points: Y5ZONE Limited (APID 08780), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08780)
east:841880.4, north:831646.4, Registered WiFi Access Points: Y5ZONE Limited (APID 08647), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08647)
east:832236.43786624, north:816017.86238574, Registered WiFi Access Points: Y5ZONE Limited (APID 08094), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08094)
east:845177.47372863, north:821933.80984302, Registered WiFi Access Points: Y5ZONE Limited (APID 08685), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08685)
east:833368.4, north:822005.2, Registered WiFi Access Points: Y5ZONE Limited (APID 08714), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08714)
east:834787.0, north:820077.0, Registered WiFi Access Points: Y5ZONE Limited (APID 08195), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08195)
east:837114.0, north:820841.0, Registered WiFi Access Points: Y5ZONE Limited (APID 08445), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08445)
east:833828.0, north:822488.0, Registered WiFi Access Points: HGC Global Communications Limited (APID 00590), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 00590)
east:832252.3, north:816025.0, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 02723), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 02723)
east:841129.0, north:831214.0, Vista Paradiso Tower 1, 聽濤雅苑第一座
east:841102.0, north:831089.0, Vista Paradiso Tower 10, 聽濤雅苑第十座
east:841112.0, north:831128.0, Vista Paradiso Tower 11, 聽濤雅苑第十一座
east:841163.0, north:831195.0, Vista Paradiso Tower 2, 聽濤雅苑第二座
east:841197.0, north:831177.0, Vista Paradiso Tower 3, 聽濤雅苑第三座
east:841230.0, north:831159.0, Vista Paradiso Tower 4, 聽濤雅苑第四座
east:841262.0, north:831141.0, Vista Paradiso Tower 5, 聽濤雅苑第五座
east:841295.0, north:831123.0, Vista Paradiso Tower 6, 聽濤雅苑第六座
east:841274.0, north:831059.0, Vista Paradiso Tower 7, 聽濤雅苑第七座
east:841199.0, north:831084.0, Vista Paradiso Tower 8, 聽濤雅苑第八座
east:841138.0, north:831074.0, Vista Paradiso Tower 9, 聽濤雅苑第九座
east:841172.0, north:831148.0, VISTA PARADISO, 聽濤雅苑
east:841102.0, north:831088.7, BOX HILL (HK) INTERNATIONAL KINDERGARTEN, 博士山（香港）國際幼稚園
east:841102.5, north:831088.8, BOX HILL (HK) INTERNATIONAL KINDERGARTEN, 博士山（香港）國際幼稚園
east:841196.7, north:831113.5, Registered WiFi Access Points: HGC Global Communications Limited (APID 01472), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 01472)
east:835539.2, north:819574.4, BEGIN COFFEE, 初咖啡
east:839428.37072593, north:827801.3319428, Lov Lov Coffee, 笠笠咖啡
east:819456.0, north:825446.0, GRAND PACIFIC HEIGHTS, 海琴軒
east:819389.0, north:825385.0, GRAND PACIFIC VIEWS, 浪琴軒
east:833153.5, north:816430.3, CLUB PACIFIC, CLUB PACIFIC
east:838896.0, north:816533.0, Pacific Palisades Block 1, 寶馬山花園1座
east:839035.0, north:816537.0, Pacific Palisades Block 10, 寶馬山花園10座
east:839050.0, north:816546.0, Pacific Palisades Block 11, 寶馬山花園11座
east:839065.0, north:816556.0, Pacific Palisades Block 12, 寶馬山花園12座
east:839061.0, north:816521.0, Pacific Palisades Block 15, 寶馬山花園15座
east:839076.0, north:816509.0, Pacific Palisades Block 16, 寶馬山花園16座
east:839092.0, north:816501.0, Pacific Palisades Block 17, 寶馬山花園17座
east:838919.0, north:816531.0, Pacific Palisades Block 2, 寶馬山花園2座
east:838938.0, north:816537.0, Pacific Palisades Block 3, 寶馬山花園3座
east:838950.0, north:816565.0, Pacific Palisades Block 5, 寶馬山花園5座
east:838962.0, north:816548.0, Pacific Palisades Block 6, 寶馬山花園6座
east:838978.0, north:816533.0, Pacific Palisades BLock 7, 寶馬山花園7座
east:838994.0, north:816526.0, Pacific Palisades Block 8, 寶馬山花園8座
east:839016.0, north:816530.0, Pacific Palisades Block 9, 寶馬山花園9座
east:840506.0, north:810069.0, Pacific View Block 1, 浪琴園1座
east:840528.0, north:810080.0, Pacific View Block 2, 浪琴園2座
east:840550.0, north:810093.0, Pacific View Block 3, 浪琴園3座
east:840568.0, north:810116.0, Pacific View Block 4, 浪琴園4座
east:840582.0, north:810137.0, Pacific View Block 5, 浪琴園5座
east:835218.5, north:817682.8, PACIFIC CLUB KOWLOON, 九龍太平洋會
east:819340.0, north:825335.0, Grand Pacific Resort Club, 太平洋遊樂會
east:819468.0, north:825525.0, Grand Pacific Heights Block 10, 海琴軒第10座
east:819440.0, north:825415.0, Grand Pacific Heights Block 7, 海琴軒第7座
east:819453.0, north:825446.0, Grand Pacific Heights Block 8, 海琴軒第8座
east:819465.0, north:825489.0, Grand Pacific Heights Block 9, 海琴軒第9座
east:819454.0, north:825342.0, Grand Pacific Views Block 1, 浪琴軒第1座
east:819415.0, north:825362.0, Grand Pacific Views Block 2, 浪琴軒第2座
